Airline,Date,Source_Airport,Destination_Airport,Route,Departure_Time,Arrival_Time,Duration,Stops_Number,Price
Lufthansa,2022-03-09,TLV,VIE,"FRA, MUC",8:00,16:45,9h 45m,2 stops,"1,075"
LOT,2022-03-09,TLV,VIE,WAW,5:20,11:40,7h 20m,1 stop,"1,114"
Austrian Airlines,2022-03-09,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,450"
Austrian Airlines,2022-03-09,TLV,INN,VIE,6:15,13:55,8h 40m,1 stop,"1,519"
EL AL,2022-03-09,TLV,INN,VIE,16:15,22:50,7h 35m,1 stop,"1,553"
Lufthansa,2022-03-09,TLV,SZG,FRA,8:00,13:55,6h 55m,1 stop,"1,573"
Lufthansa,2022-03-09,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,573"
Austrian Airlines,2022-03-09,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"1,591"
Lufthansa,2022-03-09,TLV,SZG,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,632"
Turkish Airlines,2022-03-09,TLV,SZG,IST,1:00,8:25,8h 25m,1 stop,685
Air France,2022-03-09,TLV,VIE,CDG,15:55,22:55,8h 00m,1 stop,827
SWISS,2022-03-09,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,890
SWISS,2022-03-09,TLV,VIE,ZRH,7:35,16:25,9h 50m,1 stop,890
Lufthansa,2022-03-09,TLV,VIE,MUC,17:05,22:35,6h 30m,1 stop,920
Lufthansa,2022-03-09,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,920
Lufthansa,2022-03-09,TLV,VIE,FRA,8:00,14:15,7h 15m,1 stop,940
Lufthansa,2022-03-09,TLV,VIE,FRA,16:25,22:40,7h 15m,1 stop,940
Lufthansa,2022-03-09,TLV,VIE,FRA,5:20,13:10,8h 50m,1 stop,940
Lufthansa,2022-03-09,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,940
Brussels Airlines,2022-03-09,TLV,VIE,BRU,1:10,8:25,8h 15m,1 stop,955
Austrian Airlines,2022-03-09,TLV,INN,VIE,6:15,13:55,8h 40m,1 stop,"1,004"
Lufthansa,2022-03-09,TLV,SZG,FRA,8:00,13:55,6h 55m,1 stop,"1,020"
LOT,2022-03-09,TLV,VIE,WAW,5:20,11:40,7h 20m,1 stop,"1,054"
Lufthansa,2022-03-09,TLV,VIE,"FRA, DUS",8:00,16:35,9h 35m,2 stops,"1,062"
Wizz Air,2022-03-09,TLV,VIE,,11:20,14:15,3h 55m,nonstop,26
Ryanair,2022-03-09,TLV,VIE,,11:20,14:10,3h 50m,nonstop,46
Ryanair,2022-03-09,TLV,VIE,,11:20,14:10,3h 50m,nonstop,48
Wizz Air,2022-03-09,TLV,VIE,,11:20,14:15,3h 55m,nonstop,50
Wizz Air,2022-03-09,TLV,VIE,OTP,9:25,15:05,6h 40m,1 stop,105
Pegasus Airlines,2022-03-09,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,250
EL AL,2022-03-09,TLV,VIE,,16:15,19:05,3h 50m,nonstop,268
easyJet,2022-03-09,TLV,VIE,BSL,13:20,20:05,7h 45m,1 stop,246
Pegasus Airlines,2022-03-09,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,250
Pegasus Airlines,2022-03-09,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,359
Pegasus Airlines,2022-03-09,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,359
AnadoluJet,2022-03-09,TLV,VIE,SAW,6:10,12:50,7h 40m,1 stop,372
Turkish Airlines,2022-03-09,TLV,VIE,IST,1:00,9:10,9h 10m,1 stop,567
Turkish Airlines,2022-03-09,TLV,VIE,IST,10:20,18:45,9h 25m,1 stop,567
Austrian Airlines,2022-03-09,TLV,VIE,,6:15,9:00,3h 45m,nonstop,667
Turkish Airlines,2022-03-09,TLV,SZG,IST,1:00,8:25,8h 25m,1 stop,685
Air France,2022-03-09,TLV,VIE,CDG,15:55,22:55,8h 00m,1 stop,827
SWISS,2022-03-09,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,890
SWISS,2022-03-09,TLV,VIE,ZRH,7:35,16:25,9h 50m,1 stop,890
Lufthansa,2022-03-09,TLV,VIE,MUC,17:05,22:35,6h 30m,1 stop,920
Lufthansa,2022-03-09,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,920
Lufthansa,2022-03-09,TLV,VIE,FRA,8:00,14:15,7h 15m,1 stop,940
Lufthansa,2022-03-09,TLV,VIE,FRA,16:25,22:40,7h 15m,1 stop,940
Lufthansa,2022-03-09,TLV,VIE,FRA,5:20,13:10,8h 50m,1 stop,940
Lufthansa,2022-03-09,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,940
Brussels Airlines,2022-03-09,TLV,VIE,BRU,1:10,8:25,8h 15m,1 stop,955
Austrian Airlines,2022-03-09,TLV,INN,VIE,6:15,13:55,8h 40m,1 stop,"1,004"
Lufthansa,2022-03-09,TLV,SZG,FRA,8:00,13:55,6h 55m,1 stop,"1,020"
LOT,2022-03-09,TLV,VIE,WAW,5:20,11:40,7h 20m,1 stop,"1,054"
Lufthansa,2022-03-09,TLV,VIE,"FRA, DUS",8:00,16:35,9h 35m,2 stops,"1,062"
Lufthansa,2022-03-09,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,"1,075"
Lufthansa,2022-03-09,TLV,VIE,"FRA, MUC",8:00,16:45,9h 45m,2 stops,"1,075"
Austrian Airlines,2022-03-09,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,448"
Lufthansa,2022-03-09,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,488"
EL AL,2022-03-09,TLV,INN,VIE,16:15,22:50,7h 35m,1 stop,"1,553"
Austrian Airlines,2022-03-09,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"1,591"
Lufthansa,2022-03-09,TLV,SZG,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,608"
Austrian Airlines,2022-03-09,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"5,698"
Austrian Airlines,2022-03-09,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"5,698"
Austrian Airlines,2022-03-09,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"5,698"
Austrian Airlines,2022-03-09,TLV,VIE,,6:15,9:00,3h 45m,nonstop,667
Ryanair,2022-03-09,TLV,VIE,,11:20,14:10,3h 50m,nonstop,46
Ryanair,2022-03-09,TLV,VIE,,11:20,14:10,3h 50m,nonstop,48
EL AL,2022-03-09,TLV,VIE,,16:15,19:05,3h 50m,nonstop,268
Wizz Air,2022-03-09,TLV,VIE,,11:20,14:15,3h 55m,nonstop,26
Wizz Air,2022-03-09,TLV,VIE,,11:20,14:15,3h 55m,nonstop,50
Lufthansa,2022-03-09,TLV,VIE,MUC,17:05,22:35,6h 30m,1 stop,920
Lufthansa,2022-03-09,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,920
Wizz Air,2022-03-09,TLV,VIE,OTP,9:25,15:05,6h 40m,1 stop,105
Lufthansa,2022-03-09,TLV,SZG,FRA,8:00,13:55,6h 55m,1 stop,"1,020"
Lufthansa,2022-03-09,TLV,VIE,FRA,8:00,14:15,7h 15m,1 stop,940
Lufthansa,2022-03-09,TLV,VIE,FRA,16:25,22:40,7h 15m,1 stop,940
LOT,2022-03-09,TLV,VIE,WAW,5:20,11:40,7h 20m,1 stop,"1,054"
SWISS,2022-03-09,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,890
EL AL,2022-03-09,TLV,INN,VIE,16:15,22:50,7h 35m,1 stop,"1,553"
Pegasus Airlines,2022-03-09,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,250
Pegasus Airlines,2022-03-09,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,359
AnadoluJet,2022-03-09,TLV,VIE,SAW,6:10,12:50,7h 40m,1 stop,372
easyJet,2022-03-09,TLV,VIE,BSL,13:20,20:05,7h 45m,1 stop,246
Lufthansa,2022-03-09,TLV,SZG,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,608"
Air France,2022-03-09,TLV,VIE,CDG,15:55,22:55,8h 00m,1 stop,827
Brussels Airlines,2022-03-09,TLV,VIE,BRU,1:10,8:25,8h 15m,1 stop,955
Lufthansa,2022-03-09,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,"1,075"
Turkish Airlines,2022-03-09,TLV,SZG,IST,1:00,8:25,8h 25m,1 stop,685
Austrian Airlines,2022-03-09,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,448"
Austrian Airlines,2022-03-09,TLV,INN,VIE,6:15,13:55,8h 40m,1 stop,"1,004"
Austrian Airlines,2022-03-09,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"1,591"
Austrian Airlines,2022-03-09,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"5,698"
Austrian Airlines,2022-03-09,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"5,698"
Austrian Airlines,2022-03-09,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"5,698"
Lufthansa,2022-03-09,TLV,VIE,FRA,5:20,13:10,8h 50m,1 stop,940
Turkish Airlines,2022-03-09,TLV,VIE,IST,1:00,9:10,9h 10m,1 stop,567
Turkish Airlines,2022-03-09,TLV,VIE,IST,10:20,18:45,9h 25m,1 stop,567
Pegasus Airlines,2022-03-09,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,250
Pegasus Airlines,2022-03-09,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,359
Lufthansa,2022-03-09,TLV,VIE,"FRA, DUS",8:00,16:35,9h 35m,2 stops,"1,062"
Lufthansa,2022-03-09,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,488"
Lufthansa,2022-03-09,TLV,VIE,"FRA, MUC",8:00,16:45,9h 45m,2 stops,"1,075"
SWISS,2022-03-09,TLV,VIE,ZRH,7:35,16:25,9h 50m,1 stop,890
Lufthansa,2022-03-09,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,940
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,250
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:00,14:00,8h 00m,1 stop,250
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,282
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,359
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:00,14:00,8h 00m,1 stop,359
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,392
Air France,2022-03-12,TLV,VIE,CDG,15:55,22:55,8h 00m,1 stop,411
AnadoluJet,2022-03-12,TLV,VIE,SAW,6:10,12:50,7h 40m,1 stop,503
Turkish Airlines,2022-03-12,TLV,VIE,IST,9:50,18:45,9h 55m,1 stop,567
Arkia,2022-03-12,TLV,SZG,,8:55,12:30,4h 35m,nonstop,812
Austrian Airlines,2022-03-12,TLV,VIE,,6:15,9:00,3h 45m,nonstop,907
SWISS,2022-03-12,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,962
SWISS,2022-03-12,TLV,VIE,ZRH,7:35,16:25,9h 50m,1 stop,962
Lufthansa,2022-03-12,TLV,VIE,FRA,16:25,22:40,7h 15m,1 stop,"1,023"
Lufthansa,2022-03-12,TLV,VIE,FRA,5:20,13:10,8h 50m,1 stop,"1,023"
Lufthansa,2022-03-12,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,"1,023"
KLM,2022-03-12,TLV,SZG,AMS,5:15,13:45,9h 30m,1 stop,"1,028"
KLM,2022-03-12,TLV,SZG,AMS,5:15,14:00,9h 45m,1 stop,"1,028"
Lufthansa,2022-03-12,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,"1,082"
Austrian Airlines,2022-03-12,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,450"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,13:55,8h 40m,1 stop,"1,519"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,14:05,8h 50m,1 stop,"1,519"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,14:30,9h 15m,1 stop,"1,519"
Lufthansa,2022-03-12,TLV,SZG,FRA,16:25,22:30,7h 05m,1 stop,"1,573"
Lufthansa,2022-03-12,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,573"
Lufthansa,2022-03-12,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,"1,581"
Lufthansa,2022-03-12,TLV,SZG,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,632"
Austrian Airlines,2022-03-12,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"1,843"
Lufthansa,2022-03-12,TLV,VIE,FRA,16:25,22:40,7h 15m,1 stop,939
Lufthansa,2022-03-12,TLV,VIE,FRA,5:20,13:10,8h 50m,1 stop,939
Lufthansa,2022-03-12,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,939
KLM,2022-03-12,TLV,SZG,AMS,5:15,13:45,9h 30m,1 stop,948
KLM,2022-03-12,TLV,SZG,AMS,5:15,14:00,9h 45m,1 stop,948
Lufthansa,2022-03-12,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,999
Finnair,2022-03-12,TLV,VIE,HEL,1:10,10:00,9h 50m,1 stop,"1,026"
Lufthansa,2022-03-12,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,"1,065"
Finnair,2022-03-12,TLV,SZG,HEL,1:10,9:15,9h 05m,1 stop,"1,115"
Lufthansa,2022-03-12,TLV,SZG,FRA,16:25,22:30,7h 05m,1 stop,"1,236"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,13:55,8h 40m,1 stop,"1,294"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,14:05,8h 50m,1 stop,"1,439"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,14:30,9h 15m,1 stop,"1,439"
Austrian Airlines,2022-03-12,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,448"
Lufthansa,2022-03-12,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,485"
Ryanair,2022-03-12,TLV,VIE,,11:20,14:10,3h 50m,nonstop,79
Ryanair,2022-03-12,TLV,VIE,,11:20,14:10,3h 50m,nonstop,70
Ryanair,2022-03-12,TLV,VIE,,11:20,14:10,3h 50m,nonstop,100
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,241
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:00,14:00,8h 00m,1 stop,241
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,276
Air France,2022-03-12,TLV,VIE,CDG,15:55,22:55,8h 00m,1 stop,333
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,370
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:00,14:00,8h 00m,1 stop,370
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,407
AnadoluJet,2022-03-12,TLV,VIE,SAW,6:10,12:50,7h 40m,1 stop,503
Turkish Airlines,2022-03-12,TLV,VIE,IST,9:50,18:45,9h 55m,1 stop,567
Austrian Airlines,2022-03-12,TLV,VIE,,6:15,9:00,3h 45m,nonstop,676
Arkia,2022-03-12,TLV,SZG,,8:55,12:30,4h 35m,nonstop,812
SWISS,2022-03-12,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,887
SWISS,2022-03-12,TLV,VIE,ZRH,7:35,16:25,9h 50m,1 stop,887
Lufthansa,2022-03-12,TLV,VIE,FRA,16:25,22:40,7h 15m,1 stop,939
Lufthansa,2022-03-12,TLV,VIE,FRA,5:20,13:10,8h 50m,1 stop,939
Lufthansa,2022-03-12,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,939
KLM,2022-03-12,TLV,SZG,AMS,5:15,13:45,9h 30m,1 stop,948
KLM,2022-03-12,TLV,SZG,AMS,5:15,14:00,9h 45m,1 stop,948
Lufthansa,2022-03-12,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,999
Finnair,2022-03-12,TLV,VIE,HEL,1:10,10:00,9h 50m,1 stop,"1,026"
Lufthansa,2022-03-12,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,"1,065"
Finnair,2022-03-12,TLV,SZG,HEL,1:10,9:15,9h 05m,1 stop,"1,115"
Lufthansa,2022-03-12,TLV,SZG,FRA,16:25,22:30,7h 05m,1 stop,"1,236"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,13:55,8h 40m,1 stop,"1,294"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,14:05,8h 50m,1 stop,"1,439"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,14:30,9h 15m,1 stop,"1,439"
Austrian Airlines,2022-03-12,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,448"
Lufthansa,2022-03-12,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,485"
Lufthansa,2022-03-12,TLV,SZG,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,608"
Austrian Airlines,2022-03-12,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"1,843"
Austrian Airlines,2022-03-12,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"5,698"
Austrian Airlines,2022-03-12,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"5,698"
Austrian Airlines,2022-03-12,TLV,VIE,,6:15,9:00,3h 45m,nonstop,676
Ryanair,2022-03-12,TLV,VIE,,11:20,14:10,3h 50m,nonstop,70
Ryanair,2022-03-12,TLV,VIE,,11:20,14:10,3h 50m,nonstop,100
Arkia,2022-03-12,TLV,SZG,,8:55,12:30,4h 35m,nonstop,812
Lufthansa,2022-03-12,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,"1,065"
Lufthansa,2022-03-12,TLV,SZG,FRA,16:25,22:30,7h 05m,1 stop,"1,236"
Lufthansa,2022-03-12,TLV,VIE,FRA,16:25,22:40,7h 15m,1 stop,939
SWISS,2022-03-12,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,887
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,241
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,370
AnadoluJet,2022-03-12,TLV,VIE,SAW,6:10,12:50,7h 40m,1 stop,503
Lufthansa,2022-03-12,TLV,SZG,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,608"
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:00,14:00,8h 00m,1 stop,241
Air France,2022-03-12,TLV,VIE,CDG,15:55,22:55,8h 00m,1 stop,333
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,7:00,14:00,8h 00m,1 stop,370
Lufthansa,2022-03-12,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,999
Austrian Airlines,2022-03-12,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,448"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,13:55,8h 40m,1 stop,"1,294"
Austrian Airlines,2022-03-12,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"1,843"
Austrian Airlines,2022-03-12,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"5,698"
Austrian Airlines,2022-03-12,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"5,698"
Lufthansa,2022-03-12,TLV,VIE,FRA,5:20,13:10,8h 50m,1 stop,939
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,14:05,8h 50m,1 stop,"1,439"
Finnair,2022-03-12,TLV,SZG,HEL,1:10,9:15,9h 05m,1 stop,"1,115"
Austrian Airlines,2022-03-12,TLV,INN,VIE,6:15,14:30,9h 15m,1 stop,"1,439"
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,276
Pegasus Airlines,2022-03-12,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,407
KLM,2022-03-12,TLV,SZG,AMS,5:15,13:45,9h 30m,1 stop,948
Lufthansa,2022-03-12,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,485"
KLM,2022-03-12,TLV,SZG,AMS,5:15,14:00,9h 45m,1 stop,948
SWISS,2022-03-12,TLV,VIE,ZRH,7:35,16:25,9h 50m,1 stop,887
Finnair,2022-03-12,TLV,VIE,HEL,1:10,10:00,9h 50m,1 stop,"1,026"
Turkish Airlines,2022-03-12,TLV,VIE,IST,9:50,18:45,9h 55m,1 stop,567
Lufthansa,2022-03-12,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,939
Wizz Air,2022-03-27,TLV,VIE,,11:15,14:00,3h 45m,nonstop,83
EL AL,2022-03-27,TLV,VIE,,16:00,18:45,3h 45m,nonstop,287
Pegasus Airlines,2022-03-27,TLV,VIE,SAW,6:55,12:40,6h 45m,1 stop,489
Pegasus Airlines,2022-03-27,TLV,VIE,SAW,11:10,17:15,7h 05m,1 stop,489
Pegasus Airlines,2022-03-27,TLV,VIE,SAW,5:10,12:40,8h 30m,1 stop,489
Turkish Airlines,2022-03-27,TLV,VIE,IST,16:40,21:15,5h 35m,1 stop,605
Turkish Airlines,2022-03-27,TLV,VIE,IST,10:30,18:25,8h 55m,1 stop,611
Pegasus Airlines,2022-03-27,TLV,VIE,SAW,6:55,12:40,6h 45m,1 stop,625
Pegasus Airlines,2022-03-27,TLV,VIE,SAW,11:10,17:15,7h 05m,1 stop,625
Pegasus Airlines,2022-03-27,TLV,VIE,SAW,5:10,12:40,8h 30m,1 stop,625
Turkish Airlines,2022-03-27,TLV,VIE,IST,4:50,9:40,5h 50m,1 stop,669
AnadoluJet,2022-03-27,TLV,VIE,SAW,6:20,11:45,6h 25m,1 stop,672
Turkish Airlines,2022-03-27,TLV,VIE,IST,7:00,13:10,7h 10m,1 stop,675
Turkish Airlines,2022-03-27,TLV,VIE,IST,2:00,9:40,8h 40m,1 stop,675
Turkish Airlines,2022-03-27,TLV,VIE,IST,4:50,13:10,9h 20m,1 stop,675
Turkish Airlines,2022-03-27,TLV,SZG,IST,4:50,9:55,6h 05m,1 stop,685
Turkish Airlines,2022-03-27,TLV,SZG,IST,10:30,18:10,8h 40m,1 stop,685
Turkish Airlines,2022-03-27,TLV,SZG,IST,2:00,9:55,8h 55m,1 stop,685
Turkish Airlines,2022-03-27,TLV,VIE,IST,8:30,13:10,5h 40m,1 stop,713
Austrian Airlines,2022-03-27,TLV,VIE,,15:35,18:20,3h 45m,nonstop,907
Austrian Airlines,2022-03-27,TLV,VIE,,6:15,9:00,3h 45m,nonstop,907
Austrian Airlines,2022-03-27,TLV,VIE,,18:35,21:20,3h 45m,nonstop,907
Georgian Airways,2022-03-27,TLV,VIE,TBS,9:40,16:05,7h 25m,1 stop,917
SWISS,2022-03-27,TLV,VIE,ZRH,5:45,14:05,9h 20m,1 stop,962
Lufthansa,2022-03-27,TLV,VIE,MUC,7:15,12:35,6h 20m,1 stop,"1,002"
Lufthansa,2022-03-27,TLV,VIE,MUC,17:10,22:40,6h 30m,1 stop,"1,002"
Lufthansa,2022-03-27,TLV,VIE,MUC,5:15,12:35,8h 20m,1 stop,"1,002"
Lufthansa,2022-03-27,TLV,VIE,FRA,8:00,14:15,7h 15m,1 stop,"1,023"
Lufthansa,2022-03-27,TLV,VIE,FRA,4:50,13:10,9h 20m,1 stop,"1,023"
Lufthansa,2022-03-27,TLV,VIE,"FRA, DUS",8:00,16:40,9h 40m,2 stops,"1,062"
Lufthansa,2022-03-27,TLV,VIE,FRA,4:50,11:15,7h 25m,1 stop,"1,196"
Austrian Airlines,2022-03-27,TLV,SZG,VIE,15:35,22:48,8h 13m,1 stop,"1,450"
Austrian Airlines,2022-03-27,TLV,INN,VIE,18:35,22:50,5h 15m,1 stop,"1,519"
Austrian Airlines,2022-03-27,TLV,INN,VIE,6:15,10:30,5h 15m,1 stop,"1,519"
Austrian Airlines,2022-03-27,TLV,INN,VIE,15:35,22:50,8h 15m,1 stop,"1,519"
Lufthansa,2022-03-27,TLV,SZG,FRA,8:00,13:30,6h 30m,1 stop,"1,573"
Lufthansa,2022-03-27,TLV,SZG,FRA,16:30,22:50,7h 20m,1 stop,"1,573"
Lufthansa,2022-03-27,TLV,SZG,FRA,4:50,13:30,9h 40m,1 stop,"1,573"
Austrian Airlines,2022-03-27,TLV,SZG,"VIE, FRA",15:35,22:50,8h 15m,2 stops,"1,591"
Austrian Airlines,2022-03-27,TLV,SZG,"VIE, FRA",6:15,13:30,8h 15m,2 stops,"1,591"
Brussels Airlines,2022-03-27,TLV,VIE,"FRA, BRU",8:00,16:25,9h 25m,2 stops,"1,610"
EL AL,2022-03-27,TLV,SZG,FRA,14:45,22:50,9h 05m,1 stop,"1,652"
Turkish Airlines,2022-03-27,TLV,SZG,"IST, FRA",2:00,10:15,9h 15m,2 stops,"5,348"
SWISS,2022-03-27,TLV,VIE,ZRH,5:45,14:05,9h 20m,1 stop,886
Lufthansa,2022-03-27,TLV,VIE,MUC,7:15,12:35,6h 20m,1 stop,918
Lufthansa,2022-03-27,TLV,VIE,MUC,17:10,22:40,6h 30m,1 stop,918
Lufthansa,2022-03-27,TLV,VIE,MUC,5:15,12:35,8h 20m,1 stop,918
Lufthansa,2022-03-27,TLV,VIE,FRA,8:00,14:15,7h 15m,1 stop,940
Lufthansa,2022-03-27,TLV,VIE,FRA,4:50,13:10,9h 20m,1 stop,940
Lufthansa,2022-03-27,TLV,VIE,"FRA, DUS",8:00,16:40,9h 40m,2 stops,"1,062"
Lufthansa,2022-03-27,TLV,VIE,FRA,4:50,11:15,7h 25m,1 stop,"1,111"
Austrian Airlines,2022-03-27,TLV,INN,VIE,18:35,22:50,5h 15m,1 stop,"1,147"
Austrian Airlines,2022-03-27,TLV,INN,VIE,6:15,10:30,5h 15m,1 stop,"1,147"
Lufthansa,2022-03-27,TLV,SZG,"MUC, FRA",5:15,13:30,9h 15m,2 stops,"1,358"
Austrian Airlines,2022-03-27,TLV,SZG,VIE,15:35,22:48,8h 13m,1 stop,"1,448"
Lufthansa,2022-03-27,TLV,SZG,FRA,8:00,13:30,6h 30m,1 stop,"1,470"
Lufthansa,2022-03-27,TLV,SZG,FRA,16:30,22:50,7h 20m,1 stop,"1,470"
Lufthansa,2022-03-27,TLV,SZG,FRA,4:50,13:30,9h 40m,1 stop,"1,470"
Ryanair,2022-03-27,TLV,VIE,,12:00,14:50,3h 50m,nonstop,47
Wizz Air,2022-03-27,TLV,VIE,,11:15,14:00,3h 45m,nonstop,46
Wizz Air,2022-03-27,TLV,VIE,,11:15,14:00,3h 45m,nonstop,72
Ryanair,2022-03-27,TLV,VIE,,12:00,14:50,3h 50m,nonstop,82
Ryanair,2022-03-27,TLV,VIE,SKG,17:45,23:00,6h 15m,1 stop,107
EL AL,2022-03-27,TLV,VIE,,16:00,18:45,3h 45m,nonstop,269
easyJet,2022-03-27,TLV,VIE,BSL,12:15,19:50,8h 35m,1 stop,304
TAROM,2022-03-27,TLV,VIE,OTP,23:30,8:30,10h 00m,1 stop,430
